transaction_id,timestamp,card_id,merchant_id,merchant_category,amount,city,hour,is_foreign,transaction_count_1h,amount_zscore,is_high_amount,is_night,velocity_flag,risk_score,risk_tier,is_fraud
TXN_0000072,2024-03-28 18:20:35,CARD_6542,MERCH_873,travel,434.09,Phoenix,18,False,1,-0.2982,0,0,0,0.0,LOW,0
TXN_0000073,2024-03-12 10:50:05,CARD_2439,MERCH_964,gas_station,10.58,Philadelphia,10,False,0,-1.7906,0,0,0,0.0,LOW,0
TXN_0000074,2024-02-22 16:34:57,CARD_2226,MERCH_873,grocery,83.89,Phoenix,16,False,1,0.5295,0,0,0,2.6,LOW,0
TXN_0000075,2024-02-05 21:06:47,CARD_9798,MERCH_440,gas_station,31.08,Philadelphia,21,False,0,-0.7562,0,0,0,0.0,LOW,0
TXN_0000076,2024-02-02 13:58:15,CARD_5453,MERCH_440,gas_station,59.94,Dallas,13,True,0,0.7,0,0,0,28.5,MEDIUM,0
TXN_0000077,2024-03-15 00:42:14,CARD_1724,MERCH_140,online_retail,245.06,Fort Worth,0,False,1,1.405,0,1,0,12.0,LOW,0
TXN_0000078,2024-01-27 15:08:08,CARD_9497,MERCH_899,online_retail,102.15,San Jose,15,False,1,-0.2951,0,0,0,0.0,LOW,0
TXN_0000079,2024-02-26 16:45:40,CARD_1350,MERCH_947,electronics,93.47,New York,16,False,1,-1.1606,0,0,0,0.0,LOW,0
TXN_0000080,2024-02-15 05:53:26,CARD_5647,MERCH_176,online_retail,118.41,Dallas,5,False,2,-0.1016,0,0,0,0.0,LOW,0
TXN_0000081,2024-02-04 01:57:23,CARD_6755,MERCH_899,restaurant,45.67,San Antonio,1,False,3,0.3592,0,1,0,6.8,LOW,0
TXN_0000082,2024-02-10 13:43:36,CARD_9427,MERCH_289,travel,407.48,Los Angeles,13,False,0,-0.368,0,0,0,0.0,LOW,0
TXN_0000083,2024-01-08 06:14:49,CARD_3857,MERCH_516,grocery,45.26,Phoenix,6,False,1,-0.6008,0,0,0,0.0,LOW,0
TXN_0000084,2024-03-04 20:25:44,CARD_5647,MERCH_299,grocery,84.72,Charlotte,20,False,2,0.5538,0,0,0,2.8,LOW,0
TXN_0000085,2024-01-07 00:19:43,CARD_2457,MERCH_814,grocery,82.42,Philadelphia,0,False,0,0.4865,0,1,0,7.4,LOW,0
TXN_0000086,2024-01-07 15:24:22,CARD_2438,MERCH_725,electronics,283.04,Austin,15,False,0,-0.4448,0,0,0,0.0,LOW,0
TXN_0000087,2024-01-23 15:01:39,CARD_2859,MERCH_776,restaurant,1.61,Chicago,15,False,0,-1.7006,0,0,0,0.0,LOW,0
TXN_0000088,2024-02-17 19:40:42,CARD_5647,MERCH_221,grocery,80.97,Columbus,19,False,2,0.444,0,0,0,2.2,LOW,0
TXN_0000089,2024-01-27 23:06:10,CARD_7506,MERCH_713,restaurant,21.12,Fort Worth,23,False,0,-0.7885,0,0,0,0.0,LOW,0
TXN_0000090,2024-03-20 05:19:10,CARD_2439,MERCH_115,grocery,72.5,Chicago,5,False,1,0.1962,0,0,0,1.0,LOW,0
TXN_0000091,2024-03-24 11:27:39,CARD_2840,MERCH_448,online_retail,134.36,Austin,11,False,1,0.0881,0,0,0,0.4,LOW,0
TXN_0000092,2024-02-05 09:29:42,CARD_6552,MERCH_150,restaurant,0.01,Columbus,9,False,2,-1.7754,0,0,0,0.0,LOW,0
TXN_0000093,2024-03-30 23:51:58,CARD_1498,MERCH_614,restaurant,39.78,Columbus,23,False,1,0.0839,0,0,0,0.4,LOW,0
TXN_0000094,2024-01-09 00:16:40,CARD_7368,MERCH_931,gas_station,55.29,Austin,0,False,0,0.4653,0,1,0,7.3,LOW,0
TXN_0000095,2024-01-13 22:20:07,CARD_7309,MERCH_304,online_retail,180.53,Austin,22,False,1,0.6374,0,0,0,3.2,LOW,0
TXN_0000096,2024-02-01 06:18:22,CARD_2937,MERCH_214,gas_station,47.35,San Diego,6,False,1,0.0647,0,0,0,0.3,LOW,0
TXN_0000097,2024-03-25 20:22:45,CARD_2606,MERCH_931,grocery,0.01,Chicago,20,False,8,-1.9247,0,0,1,35.0,MEDIUM,0
TXN_0000098,2024-02-15 07:47:36,CARD_9455,MERCH_179,grocery,109.7,New York,7,True,0,1.2846,0,0,0,31.4,MEDIUM,0
TXN_0000099,2024-03-04 14:07:35,CARD_7169,MERCH_814,pharmacy,54.33,Phoenix,14,False,0,0.3556,0,0,0,1.8,LOW,0
TXN_0000100,2024-02-28 17:48:00,CARD_8480,MERCH_776,atm,35.6,Houston,17,False,10,-1.2339,0,0,1,35.0,MEDIUM,0
TXN_0000101,2024-02-14 20:59:37,CARD_6134,MERCH_477,online_retail,45.16,Columbus,20,False,0,-0.973,0,0,0,0.0,LOW,0
TXN_0000102,2024-03-24 20:27:09,CARD_7584,MERCH_753,gas_station,49.62,Fort Worth,20,False,2,0.1793,0,0,0,0.9,LOW,0
TXN_0000103,2024-03-26 22:07:23,CARD_3857,MERCH_708,pharmacy,62.39,Phoenix,22,False,1,0.6364,0,0,0,3.2,LOW,0
TXN_0000104,2024-02-10 08:00:20,CARD_9568,MERCH_957,electronics,243.37,Philadelphia,8,False,1,-0.5946,0,0,0,0.0,LOW,0
TXN_0000105,2024-03-05 05:34:38,CARD_6134,MERCH_669,electronics,611.15,Jacksonville,5,False,0,0.7942,1,0,0,24.0,MEDIUM,1
TXN_0000106,2024-02-26 03:42:37,CARD_8302,MERCH_448,restaurant,0.01,Austin,3,False,0,-1.7754,0,1,0,5.0,LOW,0
TXN_0000107,2024-02-23 10:17:37,CARD_6683,MERCH_899,gas_station,24.15,Columbus,10,False,1,-1.1059,0,0,0,0.0,LOW,0
TXN_0000108,2024-01-10 03:19:45,CARD_4997,MERCH_323,grocery,0.01,Austin,3,False,2,-1.9247,0,1,0,5.0,LOW,0
TXN_0000109,2024-01-19 20:34:40,CARD_2606,MERCH_323,atm,72.31,Austin,20,False,1,-0.9281,0,0,0,0.0,LOW,0
TXN_0000110,2024-03-30 02:29:16,CARD_9552,MERCH_440,restaurant,71.18,Jacksonville,2,False,0,1.5518,0,1,0,12.8,LOW,0
TXN_0000112,2024-02-28 15:46:36,CARD_8055,MERCH_448,gas_station,49.69,Philadelphia,15,False,0,0.1828,0,0,0,0.9,LOW,0
TXN_0000113,2024-03-23 00:50:37,CARD_4071,MERCH_814,online_retail,59.35,Houston,0,False,0,-0.8042,0,1,0,5.0,LOW,0
TXN_0000114,2024-02-24 05:16:59,CARD_9568,MERCH_378,grocery,57.24,Columbus,5,False,0,-0.2502,0,0,0,0.0,LOW,0
TXN_0000115,2024-01-20 08:29:01,CARD_4884,MERCH_753,travel,738.8,Chicago,8,False,1,0.5013,1,0,0,22.5,MEDIUM,0
TXN_0000116,2024-03-18 08:52:32,CARD_2530,MERCH_176,electronics,0.01,Phoenix,8,True,2,-1.5135,0,0,0,25.0,MEDIUM,0
TXN_0000117,2024-01-03 21:46:51,CARD_2530,MERCH_194,electronics,219.7,Chicago,21,False,0,-0.6839,0,0,0,0.0,LOW,0
TXN_0000118,2024-03-06 01:55:44,CARD_7368,MERCH_289,restaurant,69.57,Fort Worth,1,False,2,1.4766,0,1,0,12.4,LOW,0
TXN_0000119,2024-01-24 23:03:01,CARD_9928,MERCH_946,online_retail,20.66,Columbus,23,False,2,-1.2645,0,0,0,0.0,LOW,0
TXN_0000120,2024-02-27 15:00:17,CARD_7319,MERCH_686,online_retail,48.84,San Antonio,15,False,1,-0.9292,0,0,0,0.0,LOW,0
TXN_0000121,2024-02-13 06:00:01,CARD_2530,MERCH_477,online_retail,121.25,Los Angeles,6,False,1,-0.0678,0,0,0,0.0,LOW,0
TXN_0000122,2024-02-21 05:13:20,CARD_6799,MERCH_244,grocery,74.91,Houston,5,False,1,0.2667,0,0,0,1.3,LOW,0
TXN_0000123,2024-02-04 09:02:37,CARD_2713,MERCH_899,restaurant,24.25,Dallas,9,False,1,-0.6421,0,0,0,0.0,LOW,0
TXN_0000124,2024-02-17 14:28:40,CARD_2840,MERCH_112,grocery,67.69,Philadelphia,14,False,1,0.0555,0,0,0,0.3,LOW,0
TXN_0000125,2024-03-25 05:20:04,CARD_4028,MERCH_299,restaurant,51.37,Jacksonville,5,False,1,0.6257,0,0,0,3.1,LOW,0
TXN_0000126,2024-03-15 09:02:03,CARD_7194,MERCH_440,gas_station,84.23,Jacksonville,9,False,3,1.9255,0,0,0,9.6,LOW,0
TXN_0000127,2024-02-07 16:07:11,CARD_3697,MERCH_472,grocery,60.58,San Antonio,16,False,3,-0.1525,0,0,0,0.0,LOW,0
TXN_0000128,2024-03-25 17:10:34,CARD_1240,MERCH_931,grocery,63.55,San Jose,17,False,8,-0.0656,0,0,1,35.0,MEDIUM,0
TXN_0000129,2024-03-21 00:21:13,CARD_2871,MERCH_299,online_retail,265.11,New York,0,False,0,1.6435,0,1,0,13.2,LOW,0
TXN_0000130,2024-02-26 11:01:10,CARD_4803,MERCH_194,grocery,45.78,Chicago,11,False,10,-0.5855,0,0,1,35.0,MEDIUM,0
TXN_0000131,2024-02-23 12:28:18,CARD_7884,MERCH_930,atm,21.08,Philadelphia,12,False,0,-1.3549,0,0,0,0.0,LOW,0
TXN_0000132,2024-01-04 04:56:19,CARD_6193,MERCH_140,online_retail,143.77,Los Angeles,4,False,2,0.2001,0,1,0,6.0,LOW,0
TXN_0000133,2024-02-17 04:06:33,CARD_6683,MERCH_658,gas_station,66.52,New York,4,False,2,1.032,0,1,0,10.2,LOW,0
TXN_0000134,2024-01-20 03:19:10,CARD_9575,MERCH_477,online_retail,154.3,Austin,3,False,0,0.3253,0,1,0,6.6,LOW,0
TXN_0000135,2024-01-15 10:01:21,CARD_5246,MERCH_903,grocery,61.6,New York,10,False,11,-0.1227,0,0,1,35.0,MEDIUM,0
TXN_0000136,2024-03-18 06:01:56,CARD_7309,MERCH_115,pharmacy,0.01,Houston,6,False,7,-1.5372,0,0,1,35.0,MEDIUM,0
TXN_0000137,2024-01-25 09:25:44,CARD_8417,MERCH_115,restaurant,36.72,Austin,9,False,1,-0.0592,0,0,0,0.0,LOW,0
TXN_0000138,2024-02-25 09:22:57,CARD_4924,MERCH_448,electronics,725.28,Houston,9,False,4,1.2252,1,0,1,61.1,HIGH,0
TXN_0000139,2024-03-19 01:04:48,CARD_7532,MERCH_304,grocery,21.81,Houston,1,False,2,-1.2869,0,1,0,5.0,LOW,0
TXN_0000140,2024-02-23 19:23:57,CARD_8086,MERCH_899,restaurant,32.62,Jacksonville,19,False,1,-0.2509,0,0,0,0.0,LOW,0
TXN_0000141,2024-03-11 04:42:27,CARD_8480,MERCH_947,restaurant,29.48,New York,4,False,2,-0.3976,0,1,0,5.0,LOW,0
TXN_0000142,2024-03-10 18:12:05,CARD_7786,MERCH_194,atm,96.28,Phoenix,18,False,3,-0.7284,0,0,0,0.0,LOW,0
TXN_0000143,2024-02-10 06:26:04,CARD_7703,MERCH_964,online_retail,143.55,Dallas,6,False,2,0.1974,0,0,0,1.0,LOW,0
TXN_0000144,2024-03-23 23:01:45,CARD_4028,MERCH_289,restaurant,47.75,Los Angeles,23,False,3,0.4565,0,0,0,2.3,LOW,0
TXN_0000145,2024-03-22 19:29:16,CARD_1273,MERCH_882,gas_station,53.66,San Jose,19,False,0,0.3831,0,0,0,1.9,LOW,0
TXN_0000146,2024-01-31 09:29:55,CARD_5657,MERCH_349,gas_station,25.46,San Antonio,9,True,2,-1.0398,0,0,0,25.0,MEDIUM,0
TXN_0000147,2024-03-14 17:25:33,CARD_5694,MERCH_753,restaurant,1.79,Phoenix,17,False,3,-1.6921,0,0,0,0.0,LOW,0
TXN_0000148,2024-01-17 11:22:36,CARD_7786,MERCH_713,restaurant,43.77,Dallas,11,False,0,0.2704,0,0,0,1.4,LOW,0
TXN_0000149,2024-01-11 02:06:07,CARD_8217,MERCH_440,grocery,47.29,New York,2,False,0,-0.5414,0,1,0,5.0,LOW,0
TXN_0000150,2024-02-17 16:50:53,CARD_7703,MERCH_947,travel,1312.09,San Jose,16,False,1,2.0056,1,0,0,30.0,MEDIUM,1
TXN_0000151,2024-02-24 12:48:35,CARD_8717,MERCH_150,atm,406.14,San Antonio,12,False,1,1.8528,0,0,0,9.3,LOW,0
TXN_0000152,2024-02-22 12:27:00,CARD_6677,MERCH_868,grocery,134.67,New York,12,False,1,2.0152,0,0,0,10.1,LOW,0
TXN_0000153,2024-03-12 21:30:04,CARD_1498,MERCH_221,online_retail,30.69,Jacksonville,21,False,3,-1.1452,0,0,0,0.0,LOW,0
TXN_0000154,2024-02-05 04:23:08,CARD_3493,MERCH_323,grocery,84.93,San Antonio,4,False,4,0.5599,0,1,1,42.8,MEDIUM,0
TXN_0000155,2024-03-13 18:01:23,CARD_3519,MERCH_278,online_retail,202.74,Los Angeles,18,False,1,0.9016,0,0,0,4.5,LOW,0
TXN_0000156,2024-03-22 04:33:30,CARD_5246,MERCH_561,gas_station,60.17,Philadelphia,4,False,1,0.7116,0,1,0,8.6,LOW,0
TXN_0000157,2024-01-09 05:17:48,CARD_9761,MERCH_930,online_retail,86.33,Jacksonville,5,False,2,-0.4833,0,0,0,0.0,LOW,0
TXN_0000158,2024-02-10 10:18:08,CARD_5701,MERCH_882,electronics,738.17,San Antonio,10,True,1,1.2739,1,0,0,51.4,MEDIUM,0
TXN_0000159,2024-01-21 05:09:36,CARD_1828,MERCH_868,electronics,380.13,Philadelphia,5,False,0,-0.0781,0,0,0,0.0,LOW,0
TXN_0000160,2024-02-29 02:00:26,CARD_9725,MERCH_957,grocery,69.48,New York,2,False,1,0.1079,0,1,0,5.5,LOW,0
TXN_0000161,2024-02-07 04:09:53,CARD_5775,MERCH_448,atm,0.01,New York,4,False,0,-1.5304,0,1,0,5.0,LOW,0
TXN_0000162,2024-01-26 08:16:56,CARD_8337,MERCH_669,gas_station,57.9,Phoenix,8,False,1,0.597,0,0,0,3.0,LOW,0
TXN_0000163,2024-01-23 15:31:23,CARD_2002,MERCH_779,grocery,55.89,Phoenix,15,False,0,-0.2897,0,0,0,0.0,LOW,0
TXN_0000164,2024-02-01 22:14:20,CARD_5379,MERCH_561,online_retail,164.15,San Jose,22,False,2,0.4425,0,0,0,2.2,LOW,0
TXN_0000165,2024-01-10 19:18:23,CARD_9427,MERCH_814,restaurant,43.17,San Diego,19,True,1,0.2424,0,0,0,26.2,MEDIUM,0
TXN_0000166,2024-01-10 09:53:24,CARD_2937,MERCH_299,travel,615.99,Los Angeles,9,False,2,0.1791,1,0,0,20.9,MEDIUM,0
TXN_0000167,2024-02-26 14:12:32,CARD_6661,MERCH_669,travel,520.8,San Jose,14,False,1,-0.0707,0,0,0,0.0,LOW,0
TXN_0000168,2024-03-25 20:25:38,CARD_2457,MERCH_614,gas_station,60.73,Charlotte,20,False,1,0.7398,0,0,0,3.7,LOW,0
TXN_0000169,2024-02-15 16:08:33,CARD_4783,MERCH_725,pharmacy,36.03,Fort Worth,16,False,2,-0.2821,0,0,0,0.0,LOW,0
TXN_0000170,2024-03-24 11:06:27,CARD_8838,MERCH_289,gas_station,15.9,Charlotte,11,False,1,-1.5221,0,0,0,0.0,LOW,0
TXN_0000171,2024-01-14 22:46:40,CARD_4997,MERCH_179,restaurant,50.52,San Diego,22,False,0,0.586,0,0,0,2.9,LOW,0
TXN_0000172,2024-03-28 14:11:43,CARD_8236,MERCH_289,gas_station,28.82,Philadelphia,14,False,2,-0.8702,0,0,0,0.0,LOW,0
TXN_0000173,2024-02-22 18:35:06,CARD_8463,MERCH_873,atm,21.09,New York,18,False,1,-1.3548,0,0,0,0.0,LOW,0
TXN_0000174,2024-03-07 22:27:07,CARD_1184,MERCH_513,grocery,29.22,Austin,22,False,2,-1.0701,0,0,0,0.0,LOW,0
TXN_0000175,2024-01-06 13:57:08,CARD_7319,MERCH_873,grocery,74.92,San Antonio,13,False,1,0.267,0,0,0,1.3,LOW,0
TXN_0000176,2024-02-24 08:47:11,CARD_9497,MERCH_856,restaurant,35.88,San Jose,8,False,0,-0.0984,0,0,0,0.0,LOW,0
TXN_0000177,2024-02-04 11:22:07,CARD_2646,MERCH_931,pharmacy,0.01,Phoenix,11,False,2,-1.5372,0,0,0,0.0,LOW,0
TXN_0000178,2024-03-21 20:43:22,CARD_8086,MERCH_899,atm,133.96,Chicago,20,False,0,-0.4145,0,0,0,0.0,LOW,0
TXN_0000179,2024-03-12 07:50:19,CARD_1556,MERCH_954,electronics,707.38,Austin,7,False,2,1.1576,1,0,0,25.8,MEDIUM,0
TXN_0000180,2024-03-18 18:44:19,CARD_2530,MERCH_188,atm,125.84,Philadelphia,18,False,1,-0.4822,0,0,0,0.0,LOW,0
TXN_0000181,2024-03-21 02:30:25,CARD_6134,MERCH_194,atm,160.14,San Diego,2,False,1,-0.1964,0,1,0,5.0,LOW,1
TXN_0000182,2024-03-05 20:38:33,CARD_5647,MERCH_179,restaurant,60.95,Charlotte,20,False,2,1.0736,0,0,0,5.4,LOW,0
