transaction_id,timestamp,card_id,merchant_id,merchant_category,amount,city,hour,is_foreign,transaction_count_1h,amount_zscore,is_high_amount,is_night,velocity_flag,risk_score,risk_tier,is_fraud
TXN_0003953,2024-02-02 05:19:02,CARD_6677,MERCH_935,electronics,733.45,San Diego,5,False,6,1.2561,1,0,1,61.3,HIGH,0
TXN_0000138,2024-02-25 09:22:57,CARD_4924,MERCH_448,electronics,725.28,Houston,9,False,4,1.2252,1,0,1,61.1,HIGH,0
TXN_0002638,2024-02-06 02:46:28,CARD_7119,MERCH_347,travel,625.91,Dallas,2,False,7,0.2051,1,1,1,61.0,HIGH,1
TXN_0000941,2024-01-21 01:33:14,CARD_2885,MERCH_176,travel,615.75,New York,1,False,4,0.1785,1,1,1,60.9,HIGH,0
TXN_0007968,2024-03-17 06:05:21,CARD_8217,MERCH_779,grocery,69.96,Jacksonville,6,True,9,0.1219,0,0,1,60.6,HIGH,0
TXN_0000502,2024-01-01 19:28:34,CARD_7695,MERCH_873,atm,128.05,San Antonio,19,True,4,-0.4638,0,0,1,60.0,HIGH,0
TXN_0004439,2024-01-25 19:11:54,CARD_2840,MERCH_910,gas_station,40.18,Charlotte,19,True,11,-0.2971,0,0,1,60.0,HIGH,0
TXN_0002215,2024-01-14 13:57:51,CARD_6613,MERCH_899,grocery,51.02,Philadelphia,13,True,5,-0.4322,0,0,1,60.0,HIGH,0
TXN_0003043,2024-01-05 12:13:55,CARD_4162,MERCH_153,restaurant,25.44,New York,12,True,4,-0.5865,0,0,1,60.0,HIGH,0
TXN_0003021,2024-01-19 07:08:19,CARD_6799,MERCH_448,electronics,253.24,Philadelphia,7,True,4,-0.5573,0,0,1,60.0,HIGH,0
TXN_0008632,2024-03-26 13:11:56,CARD_7931,MERCH_873,grocery,2.63,Phoenix,13,True,9,-1.848,0,0,1,60.0,HIGH,0
TXN_0004145,2024-01-19 19:36:30,CARD_1031,MERCH_299,gas_station,26.19,Fort Worth,19,True,4,-1.0029,0,0,1,60.0,HIGH,0
TXN_0005013,2024-03-22 11:01:07,CARD_5748,MERCH_873,electronics,192.05,Dallas,11,True,5,-0.7883,0,0,1,60.0,HIGH,1
TXN_0006097,2024-02-16 18:33:23,CARD_9486,MERCH_188,restaurant,2.07,Fort Worth,18,True,4,-1.6791,0,0,1,60.0,HIGH,0
TXN_0003716,2024-02-13 09:14:58,CARD_7931,MERCH_964,electronics,644.44,Fort Worth,9,False,8,0.9199,1,0,1,59.6,HIGH,1
TXN_0001676,2024-03-02 08:41:16,CARD_1556,MERCH_115,electronics,627.09,Philadelphia,8,False,5,0.8544,1,0,1,59.3,HIGH,1
TXN_0007592,2024-02-11 06:02:23,CARD_5775,MERCH_244,travel,865.98,Austin,6,False,4,0.835,1,0,1,59.2,HIGH,0
TXN_0000824,2024-01-15 14:05:03,CARD_7695,MERCH_304,travel,782.12,San Antonio,14,False,4,0.615,1,0,1,58.1,HIGH,0
TXN_0005787,2024-03-04 19:41:47,CARD_3615,MERCH_114,travel,775.38,San Antonio,19,False,4,0.5973,1,0,1,58.0,HIGH,0
TXN_0004268,2024-02-27 05:41:11,CARD_8480,MERCH_722,travel,765.47,Los Angeles,5,False,4,0.5713,1,0,1,57.9,HIGH,0
TXN_0003072,2024-03-15 18:58:20,CARD_9447,MERCH_121,travel,746.08,Columbus,18,False,4,0.5204,1,0,1,57.6,HIGH,0
TXN_0008148,2024-01-08 05:39:37,CARD_4735,MERCH_868,travel,701.71,Philadelphia,5,False,10,0.404,1,0,1,57.0,HIGH,0
TXN_0009019,2024-01-13 12:38:34,CARD_7962,MERCH_221,travel,688.83,Columbus,12,False,4,0.3702,1,0,1,56.9,HIGH,0
TXN_0001350,2024-01-03 20:29:31,CARD_6239,MERCH_513,travel,642.18,San Diego,20,False,4,0.2478,1,0,1,56.2,HIGH,0
TXN_0002991,2024-01-29 05:59:32,CARD_1640,MERCH_153,travel,642.82,San Jose,5,False,4,0.2495,1,0,1,56.2,HIGH,0
TXN_0007243,2024-03-08 01:48:09,CARD_5647,MERCH_153,travel,963.72,Columbus,1,True,1,1.0915,1,1,0,55.5,HIGH,1
